R0,amplitude,gamma,mu,sigma,rho,psi,iota,S_0,E_0,R_0,I_0,spanLogLik,LogLik
56.04936506,0.520365639,73.05,0.513856071,45.66,0.956211224,0.343984975,0.053772918,0.077078422,6.40E-07,0.922919606,1.33E-06,43.642047,-3901.407204
44.0030533,0.486031017,73.05,0.273650394,45.66,0.674974764,0.354238348,4.91E-07,0.000829689,1.58E-05,0.99322865,0.005925825,22.43913604,-3901.435289
38.98350071,0.441451091,73.05,0.19818853,45.66,0.607439504,0.360665729,0.000519113,1.99E-05,0.002516261,0.997451657,1.22E-05,29.91944701,-3901.440156
29.51825202,0.489475272,73.05,0.00922348,45.66,0.428126477,0.379539132,6.908981525,0.630651196,0.291587791,0.034447473,0.043313539,29.28623414,-3901.46115
46.90181366,0.518575123,73.05,0.34195353,45.66,0.756815046,0.338441124,2.121997731,0.999970916,2.35E-06,2.64E-05,3.15E-07,18.00504924,-3901.500512
47.77554299,0.531758272,73.05,0.35595778,45.66,0.746044699,0.356358435,2.208867969,0.999519607,4.51E-07,0.000479933,8.54E-09,5.010657941,-3901.515781
34.53641407,0.488991206,73.05,0.110180947,45.66,0.510580093,0.366704962,5.827798576,0.334720287,0.11992322,0.001270451,0.544086042,33.19162818,-3901.524843
50.97640435,0.503685521,73.05,0.399973758,45.66,0.718256621,0.401433118,0.504878412,0.816792708,7.07E-06,0.183153382,4.68E-05,36.11724385,-3901.548557
42.19813396,0.476396649,73.05,0.242373569,45.66,0.592646314,0.384505642,1.277811585,0.338029286,1.75E-05,0.661950263,2.92E-06,41.09494816,-3901.582072
39.21295073,0.483581963,73.05,0.200536926,45.66,0.569186924,0.379191415,3.732270702,0.953761435,0.000630111,0.045444749,0.000163705,18.46355917,-3901.597559
32.09777712,0.531161769,73.05,0.063412544,45.66,0.486152692,0.369404678,8.514341953,0.006365758,5.61E-05,0.993578127,1.26E-08,16.37924111,-3901.613934
32.37714824,0.481340259,73.05,0.066881071,45.66,0.462165327,0.376160774,6.460969231,0.003922172,0.000819736,0.984435148,0.010822944,39.87469003,-3901.631622
31.67478818,0.499289181,73.05,0.054963825,45.66,0.432983655,0.393339253,7.082003319,0.00194925,0.001136087,0.571580714,0.425333949,48.11921859,-3901.634283
47.14501503,0.443523534,73.05,0.36628862,45.66,0.807376602,0.321228638,0.00191544,0.1625749,2.66E-11,0.826764472,0.010660628,58.24788841,-3901.650304
33.63943772,0.44245679,73.05,0.108563143,45.66,0.514181481,0.369823644,3.838945591,0.000909326,2.37E-12,0.47934475,0.519745923,27.40703095,-3901.661417
50.70606138,0.489859014,73.05,0.43411157,45.66,0.889600231,0.339007721,0.799551647,0.664347439,0.046668171,0.288363563,0.000620827,32.58183657,-3901.673848
40.53365976,0.494552004,73.05,0.218194314,45.66,0.603309026,0.34911212,2.20944199,0.413170669,5.40E-05,0.586771542,3.81E-06,38.33163864,-3901.685792
29.58231712,0.505417349,73.05,0.007695615,45.66,0.448622278,0.3600123,7.283705147,0.907051368,0.057703137,0.035245399,9.53E-08,23.13898758,-3901.694899
30.68060876,0.497274562,73.05,0.027442499,45.66,0.437578019,0.383510708,6.387011607,0.001663787,1.77E-05,0.998317434,1.08E-06,17.56430533,-3901.696365
42.7465084,0.478541729,73.05,0.272320393,45.66,0.649094598,0.356969556,2.647661833,0.001215453,0.998698929,4.78E-06,8.08E-05,29.53983752,-3901.711395
45.44131644,0.537070844,73.05,0.30375316,45.66,0.780307701,0.321829022,1.77E-06,0.298511227,0.533852924,0.166859787,0.000776062,39.00358603,-3901.737063
36.13053594,0.447859555,73.05,0.157176564,45.66,0.611495818,0.340364942,3.579188708,0.990256485,2.14E-07,0.009742849,4.53E-07,11.88775931,-3901.738631
53.6792414,0.531053577,73.05,0.4791151,45.66,0.877802146,0.398536995,1.723518035,0.000648708,0.000118766,0.997430177,0.001802349,22.08346391,-3901.740786
28.96176615,0.507217431,73.05,0.003452413,45.66,0.460654365,0.361764087,6.86880569,0.000202156,6.04E-08,0.999797783,1.01E-11,14.19984503,-3901.744589
32.8294639,0.478832388,73.05,0.063265324,45.66,0.531558662,0.356226683,0.128613774,0.45176129,0.007597245,0.387272204,0.153369261,36.5594708,-3901.744937
39.67867155,0.474042548,73.05,0.226323553,45.66,0.619934675,0.356887846,3.600943258,0.093263224,0.004803109,0.901632276,0.000301391,35.25746544,-3901.757036
42.22942654,0.519032446,73.05,0.232179222,45.66,0.554716167,0.421896037,2.830356636,0.96675893,0.029225551,0.00278091,0.00123461,29.50146645,-3901.831882
42.10556586,0.524827784,73.05,0.246121145,45.66,0.650494451,0.3460699,2.340555158,1.74E-05,0.000432024,0.999550507,2.76E-08,35.19582261,-3901.83733
36.98213889,0.513188106,73.05,0.147612602,45.66,0.529243722,0.363340955,3.883145468,0.006096252,5.93E-08,0.993903054,6.35E-07,50.00400415,-3901.852022
29.40530272,0.49490279,73.05,0.001618348,45.66,0.399672395,0.412028254,6.894082834,0.008391074,1.37E-05,0.991595244,1.74E-08,25.78518656,-3901.853892
43.18973775,0.462971019,73.05,0.295161911,45.66,0.691175262,0.35757849,2.17565935,0.815109997,0.001546046,0.183306372,3.76E-05,24.42119014,-3901.884406
35.38444291,0.484699336,73.05,0.125575647,45.66,0.517660397,0.362969216,4.604030727,0.172656097,0.00719195,0.61441235,0.205739603,25.27458619,-3901.890449
45.33499587,0.50969068,73.05,0.290143485,45.66,0.665308792,0.35400433,4.79E-06,0.000331232,0.001886169,0.866778597,0.131004002,60.24479304,-3901.905227
47.1708822,0.490813827,73.05,0.349949187,45.66,0.782944592,0.328306002,0.031568821,0.806808522,0.19306712,0.000122195,2.16E-06,45.56322947,-3901.913329
48.17032372,0.494173359,73.05,0.361736979,45.66,0.759646422,0.334865738,0.001174179,0.005627549,9.58E-12,0.349267423,0.645105028,63.61620718,-3901.924592
38.72528276,0.494183007,73.05,0.189760112,45.66,0.567590158,0.369535445,4.433964342,0.002137056,0.000426441,0.994448408,0.002988094,21.43208381,-3901.929738
29.20973178,0.49126537,73.05,1.34E-05,45.66,0.437249938,0.36142037,5.864565622,0.000862934,5.53E-05,0.999081762,4.05E-09,27.59332591,-3901.945412
44.74937853,0.507010582,73.05,0.327769442,45.66,0.77247808,0.335197793,2.551341173,0.045528895,0.004234419,0.032933608,0.917303078,24.09466057,-3901.947127
29.80815022,0.515780828,73.05,0.01433725,45.66,0.445794995,0.357863906,6.338257624,1.67E-05,7.66E-06,0.998072424,0.001903225,27.91273945,-3901.964133
30.34430509,0.508252901,73.05,0.013621651,45.66,0.430692396,0.395006969,7.333132209,0.968516458,0.027205094,0.004267541,1.09E-05,15.49039096,-3901.984961
29.21376322,0.489813632,73.05,0.008801076,45.66,0.419293574,0.400157447,8.905974746,3.02E-06,7.60E-05,0.999920274,6.57E-07,14.21719662,-3901.99071
33.20823488,0.476958053,73.05,0.079905951,45.66,0.455806837,0.40489094,4.677428872,0.000765544,0.00126687,0.997897996,6.96E-05,21.11421307,-3902.033227
51.41377676,0.478525651,73.05,0.459790044,45.66,0.890222837,0.347829971,2.008139657,0.947271392,5.94E-12,0.052728608,3.42E-12,52.19598891,-3902.149333
29.68977752,0.488401641,73.05,0.014181302,45.66,0.426131954,0.390360493,8.340549116,0.000201725,4.95E-05,0.986066107,0.013682661,34.71657144,-3902.158824
35.26894889,0.49761077,73.05,0.120168264,45.66,0.478792208,0.407696928,6.138866293,0.000509274,0.000477172,0.998697994,0.00031556,31.06494876,-3902.172089
41.99956502,0.478161566,73.05,0.254308789,45.66,0.684661321,0.322757203,1.991019805,0.895177729,8.36E-06,0.104765435,4.85E-05,51.08783545,-3902.197007
37.31285857,0.469573331,73.05,0.178968328,45.66,0.562924206,0.369144153,4.571743159,0.908273972,0.006995556,0.084583805,0.000146667,20.43212984,-3902.208898
51.57083802,0.490752306,73.05,0.442446024,45.66,0.893219482,0.355331944,5.48E-05,0.009799935,4.33E-10,0.132222938,0.857977126,38.67337268,-3902.243424
28.80934983,0.490760771,73.05,0.001101781,45.66,0.441777,0.36253409,7.117049641,0.00262965,0.093085203,0.767282212,0.137002935,22.94167774,-3902.286292
30.54527264,0.493981455,73.05,0.022940819,45.66,0.417215523,0.396004467,5.472587648,0.997104344,8.50E-07,0.002893204,1.60E-06,31.0822422,-3902.290959
45.84260077,0.487675046,73.05,0.336925323,45.66,0.745158041,0.36414422,1.403905442,0.038135782,0.047219899,0.880952959,0.033691359,20.84633725,-3902.311726
45.05700413,0.504965369,73.05,0.307630095,45.66,0.686033425,0.345334153,1.596982294,0.020307085,0.05622975,0.454119944,0.469343221,41.22382298,-3902.316882
36.27977343,0.477426302,73.05,0.151614974,45.66,0.545250733,0.362662716,5.205175973,0.888400021,0.007624222,0.103442529,0.000533228,26.9929458,-3902.385451
30.19114337,0.532280039,73.05,0.011856019,45.66,0.434134631,0.380325032,8.540712042,0.000683332,0.006320919,0.992994914,8.35E-07,17.99753422,-3902.387232
28.46244597,0.454611972,73.05,0.000404855,45.66,0.411737044,0.419551348,7.053054165,6.29E-05,0.000157697,0.999779404,1.59E-08,11.62644342,-3902.388519
29.70629684,0.488895887,73.05,0.016323588,45.66,0.406352109,0.4366824,8.274806727,0.000138479,0.000117193,0.996965269,0.002779058,13.16199995,-3902.420541
43.94060273,0.505055772,73.05,0.300350868,45.66,0.695516355,0.3438282,4.106334352,7.27E-06,0.000586497,0.992857951,0.006548284,55.60169498,-3902.443984
29.40571875,0.508470775,73.05,0.005604254,45.66,0.456996746,0.352938888,4.670814844,0.994509632,0.004978356,0.000330904,0.000181107,35.16633872,-3902.451726
32.64274412,0.515264661,73.05,0.061599839,45.66,0.455404349,0.385998276,6.176423423,0.01823328,3.99E-10,0.98176672,9.46E-12,23.31293877,-3902.458233
34.05834458,0.542913147,73.05,0.071970579,45.66,0.505836422,0.342051009,4.554979443,0.001162974,6.18E-05,0.998775187,2.35E-09,26.7395391,-3902.519735
58.08810396,0.559442859,73.05,0.545475669,45.66,0.94190606,0.395697662,1.560937473,0.015510485,9.15E-11,0.984489515,9.64E-12,25.83372285,-3902.519798
31.67839192,0.513639339,73.05,0.050764979,45.66,0.468358192,0.375791655,7.053590954,0.999987138,2.55E-07,1.26E-05,2.85E-09,7.793919102,-3902.53735
42.41744966,0.511463988,73.05,0.245022998,45.66,0.649765855,0.340025819,0.863959112,0.023051119,9.90E-05,0.976849847,2.74E-08,13.07814487,-3902.556114
50.13535196,0.504521698,73.05,0.394272948,45.66,0.743044314,0.404909126,0.214782252,0.009063973,0.000659505,0.990259759,1.68E-05,22.08196388,-3902.567639
44.32734351,0.454892692,73.05,0.324331236,45.66,0.803954874,0.344410565,3.344454648,0.000129457,5.60E-07,0.999867599,2.38E-06,17.59512206,-3902.59027
48.12960718,0.49174207,73.05,0.363070408,45.66,0.78149256,0.33960831,1.99E-06,0.004389386,1.17E-10,0.734078576,0.261532038,42.60524177,-3902.605123
45.24579242,0.486221681,73.05,0.316449394,45.66,0.698370457,0.351360111,1.739032728,0.005297112,0.676021166,0.318679044,2.68E-06,74.88949109,-3902.658515
37.80626289,0.494446846,73.05,0.174088319,45.66,0.565777078,0.360175321,4.538384932,0.003829565,6.92E-07,0.996169736,6.60E-09,20.36844985,-3902.659343
31.91545074,0.482144787,73.05,0.062632155,45.66,0.464247027,0.382134891,6.342890424,0.495118982,0.000148767,0.504732245,7.05E-09,23.71954498,-3902.673654
35.32346283,0.526781371,73.05,0.117311854,45.66,0.520218493,0.35998907,5.736855785,0.002834781,4.20E-06,0.997160391,6.27E-07,26.98679332,-3902.712374
32.14847768,0.499130703,73.05,0.046339454,45.66,0.474955377,0.35756567,4.040072421,0.938436131,0.06104757,0.000516249,4.92E-08,21.32839741,-3902.734897
47.61380653,0.507164141,73.05,0.368567822,45.66,0.724734203,0.38982831,3.220836007,0.095622271,0.020215177,0.884129046,3.35E-05,20.72044826,-3902.737671
50.49622952,0.513371383,73.05,0.404618235,45.66,0.789034591,0.375643666,0.934552974,0.000630345,7.79E-06,0.999325573,3.63E-05,22.5746518,-3902.747498
32.24691638,0.500085272,73.05,0.067359963,45.66,0.471574513,0.383154117,6.501321156,0.906129235,1.90E-07,0.093870574,1.13E-09,10.37735527,-3902.817625
31.17538725,0.44604745,73.05,0.048553769,45.66,0.427631349,0.414351828,4.392025655,0.007814326,0.140342116,0.850741594,0.001101964,49.90338897,-3902.835381
52.77282549,0.500865098,73.05,0.469688609,45.66,0.872993175,0.371289795,2.069150189,0.557011494,2.92E-09,0.442988497,6.42E-09,37.57886,-3902.864754
29.44074972,0.480471539,73.05,8.81E-05,45.66,0.405137888,0.393095569,6.442038959,7.39E-05,1.59E-12,0.997975468,0.001950654,53.12363325,-3902.874776
38.20493814,0.488444749,73.05,0.181960294,45.66,0.551095747,0.384057279,3.824934857,0.069872874,0.000135659,0.929991436,3.14E-08,22.47886567,-3902.88957
52.36220382,0.520677994,73.05,0.448740572,45.66,0.843102797,0.377268402,1.69038242,0.898774712,0.012531694,0.088692659,9.35E-07,22.44360891,-3902.949123
29.09586787,0.493464955,73.05,0.006260276,45.66,0.406114713,0.420690091,8.682727868,9.26E-09,3.02E-06,0.999996973,4.14E-12,22.5709347,-3902.957638
29.38043265,0.510789603,73.05,0.001537082,45.66,0.442857944,0.352899892,5.663362031,0.0114305,1.17E-05,0.988557701,8.97E-08,36.60234859,-3902.970082
32.65055811,0.501157209,73.05,0.068031803,45.66,0.49301292,0.332370767,5.943205994,0.768034516,0.230667234,0.001265398,3.29E-05,40.02247078,-3902.973593
36.72258077,0.498828381,73.05,0.13477616,45.66,0.511028604,0.382703903,3.692607306,7.46E-05,2.74E-05,0.999898005,4.00E-08,25.59013919,-3903.006999
29.5499906,0.518294585,73.05,0.004057026,45.66,0.454920465,0.350675101,6.170249637,0.999810209,0.000141915,6.35E-06,4.15E-05,20.7544183,-3903.012789
31.18905593,0.49686165,73.05,0.043063474,45.66,0.459458522,0.367375854,7.025056277,0.211454261,0.001570681,0.450028882,0.336946177,23.03052838,-3903.01608
48.50763637,0.506407138,73.05,0.381381819,45.66,0.779421893,0.344184515,2.953797417,0.134443465,9.34E-12,0.861524359,0.004032176,55.59368603,-3903.019231
36.55181726,0.490766853,73.05,0.14335847,45.66,0.552652897,0.355804458,2.52060961,0.075100889,0.000476428,0.924419451,3.23E-06,36.5230464,-3903.020056
29.34557374,0.493576747,73.05,0.006892013,45.66,0.401916592,0.428190841,6.475012834,0.002342953,0.000575258,0.9970817,8.86E-08,29.77100035,-3903.102854
41.05131955,0.49641894,73.05,0.230730749,45.66,0.610125343,0.36324518,2.261242877,0.831294852,8.27E-13,0.168705147,1.39E-10,35.36382519,-3903.144543
38.49245598,0.471665058,73.05,0.198817088,45.66,0.569388274,0.379704695,4.064928527,0.009758929,0.354911592,0.575581883,0.059747595,24.16036433,-3903.154718
36.88870216,0.474528801,73.05,0.144783076,45.66,0.572907488,0.354145672,6.45E-05,0.003610655,0.000185153,0.996177212,2.70E-05,25.35088018,-3903.167024
45.35717398,0.468559602,73.05,0.322656293,45.66,0.693775275,0.368180922,2.904854201,0.139508262,0.043711689,0.083179517,0.733600532,34.52930869,-3903.167648
31.15850614,0.499598304,73.05,0.042954313,45.66,0.44249115,0.377745506,6.092962001,0.013565073,4.03E-05,0.983951039,0.002443565,34.64527082,-3903.167828
34.62153935,0.48162074,73.05,0.1041983,45.66,0.523480018,0.337092483,4.486473165,0.002573312,0.000361198,0.986407495,0.010657994,46.97093938,-3903.206579
28.68989648,0.47640869,73.05,0.001200849,45.66,0.43939986,0.364958941,8.412003381,0.012029737,2.61E-05,0.987944191,5.67E-09,17.67092585,-3903.217873
41.95204564,0.520985941,73.05,0.236316675,45.66,0.608133472,0.369316707,3.159360075,3.70E-06,3.68E-06,0.977491491,0.022501133,22.27318745,-3903.219163
48.30041014,0.492647516,73.05,0.363423799,45.66,0.749118057,0.353317366,0.051156852,0.006886633,8.83E-08,0.993113034,2.45E-07,17.47746639,-3903.234072
36.73263052,0.51656872,73.05,0.154684623,45.66,0.53935609,0.364135344,4.499524505,0.826863027,1.28E-07,0.17312847,8.37E-06,27.51020541,-3903.248009
32.91711557,0.509295843,73.05,0.080599712,45.66,0.483080351,0.37313972,5.407178131,0.69412814,0.001668761,0.304202042,1.06E-06,21.96985526,-3903.255895
33.0863374,0.487889232,73.05,0.079695722,45.66,0.491841971,0.353277986,4.778440617,0.998299393,7.45E-06,0.001688093,5.06E-06,39.82194235,-3903.264778
34.67198715,0.489457987,73.05,0.110503838,45.66,0.536167577,0.323240017,4.442276927,0.940439099,0.008914112,0.050645283,1.51E-06,47.80650169,-3903.275158
36.83338903,0.509386904,73.05,0.135625594,45.66,0.537661981,0.348545053,4.085747148,4.82E-06,0.002326147,0.997668719,3.10E-07,20.01251904,-3903.312957
41.09391374,0.512453039,73.05,0.229984707,45.66,0.646286363,0.332628119,2.877048452,0.892173424,5.91E-12,0.107826576,2.88E-10,24.07178145,-3903.339714
29.64956266,0.517708027,73.05,0.002348555,45.66,0.424232919,0.395636796,6.163550447,0.428295636,0.000773461,0.570930762,1.41E-07,11.17687259,-3903.384526
43.32995055,0.486221718,73.05,0.26789071,45.66,0.627596068,0.381684429,0.788829641,0.066282974,0.231840785,0.417500032,0.284376208,28.67926905,-3903.443314
33.31652441,0.470997761,73.05,0.095369268,45.66,0.521079193,0.359320659,6.279826616,0.676965353,0.098288696,0.224574436,0.000171515,38.72409278,-3903.446232
47.067626,0.492217877,73.05,0.371110253,45.66,0.813989247,0.341899181,1.602623882,0.000315081,2.81E-05,0.036550987,0.963105785,26.94124207,-3903.505431
36.72194363,0.494262791,73.05,0.16362728,45.66,0.570341845,0.352090966,4.254913181,0.003177739,1.09E-07,0.996822151,1.43E-09,32.93524281,-3903.51089
45.64522314,0.565078124,73.05,0.324794295,45.66,0.733013904,0.366322087,3.733916842,9.24E-08,6.12E-06,0.999993719,6.49E-08,13.22782844,-3903.536137
29.46307517,0.495168559,73.05,0.001147903,45.66,0.425898982,0.382466312,6.270809694,0.109347599,0.000680987,0.88995759,1.38E-05,21.48367326,-3903.541857
38.76225505,0.486551798,73.05,0.191571229,45.66,0.574503679,0.365008506,3.798097698,0.011020553,0.003319673,0.985469002,0.000190772,22.3593343,-3903.589855
30.05523493,0.506214473,73.05,0.010169052,45.66,0.389359452,0.436719619,7.434708716,0.163067693,5.09E-12,0.137384688,0.699547619,39.51176934,-3903.591611
40.9408654,0.510674234,73.05,0.21963765,45.66,0.595024984,0.358267956,3.592128566,0.052108826,0.006348778,0.825923345,0.115619051,40.14943638,-3903.610319
54.75415337,0.531691473,73.05,0.506593542,45.66,0.931227887,0.361463753,2.164371519,0.822535113,0.015944894,0.160649194,0.000870799,37.05832968,-3903.636815
35.68806562,0.476045682,73.05,0.134959385,45.66,0.485825091,0.417505214,4.925704408,1.10E-07,3.34E-05,0.999966506,2.84E-10,14.16595272,-3903.65313
50.43972038,0.50195668,73.05,0.41821156,45.66,0.801593862,0.348460797,0.632272873,0.117627615,0.23777915,0.538377018,0.106216217,51.49749908,-3903.673642
34.69121027,0.459328451,73.05,0.121488915,45.66,0.525936356,0.362292642,4.108443368,0.323374108,0.523024772,0.000411015,0.153190106,40.61730424,-3903.685251
33.11922318,0.466898603,73.05,0.090076228,45.66,0.505166727,0.359839087,2.739794825,8.03E-05,8.24E-05,0.999837242,8.34E-08,34.35107593,-3903.687151
31.22637455,0.457201216,73.05,0.046017146,45.66,0.448893342,0.383193694,4.121305489,0.434917986,4.02E-08,0.565081971,2.82E-09,30.33818402,-3903.746994
38.19873855,0.515003676,73.05,0.18208248,45.66,0.586944326,0.3549015,2.740879455,0.999841437,1.64E-09,0.000158544,1.69E-08,25.11653166,-3903.807401
31.66438108,0.539635588,73.05,0.019578746,45.66,0.417964988,0.408922083,6.789762572,0.962404516,0.000317132,0.034365115,0.002913237,29.58817966,-3903.809835
43.89966926,0.49195072,73.05,0.298604601,45.66,0.662578812,0.379022117,3.112805564,0.101702524,2.11E-10,0.898297474,1.13E-09,20.4356314,-3903.822838
39.46085704,0.501556413,73.05,0.186898324,45.66,0.580734467,0.349461739,2.225812,0.385879703,5.28E-05,0.614034971,3.25E-05,25.47296233,-3903.839284
44.24259531,0.509093146,73.05,0.280913045,45.66,0.659396511,0.370799849,1.73E-05,0.228222114,4.44E-06,0.77177344,8.88E-09,21.60983485,-3903.842849
50.043184,0.5476274,73.05,0.424561286,45.66,0.946438517,0.345642747,2.620083231,0.000898059,2.01E-10,0.964203059,0.034898881,17.47448955,-3903.870972
28.90504726,0.503037599,73.05,0.000548601,45.66,0.414823836,0.390135197,7.795269738,0.773762317,0.179817998,0.031721646,0.014698039,23.58574298,-3903.884927
52.88225196,0.510244573,73.05,0.45188216,45.66,0.806258661,0.366062225,1.091275315,0.111641273,1.89E-08,0.888358707,1.00E-09,54.09943622,-3903.894675
57.07657352,0.542174021,73.05,0.533822583,45.66,0.937883591,0.399533434,1.219455717,0.064277525,0.033526892,0.900431292,0.001764291,10.10304796,-3903.921483
33.8065603,0.500497609,73.05,0.081019469,45.66,0.494028234,0.373189238,2.379851556,0.002638492,0.000132708,0.729797668,0.267431132,12.28932318,-3903.931211
30.25549842,0.475050368,73.05,0.02584304,45.66,0.448305075,0.371367962,5.715179323,0.80702913,0.000854235,0.19211656,7.51E-08,9.658241111,-3904.01225
30.33149422,0.488174578,73.05,0.024177812,45.66,0.43757665,0.378995385,5.784601252,0.011607104,3.72E-08,0.988392858,7.37E-10,22.20941925,-3904.016783
30.44778694,0.493843681,73.05,0.026637803,45.66,0.404233992,0.428502645,7.319029482,0.753335365,0.021198063,0.225442255,2.43E-05,37.10061319,-3904.039939
29.43585494,0.49001026,73.05,0.00383882,45.66,0.397964014,0.420715972,7.81497408,0.031194402,0.000806426,0.967998311,8.61E-07,25.62281037,-3904.073737
30.81345152,0.451394386,73.05,0.047720403,45.66,0.447761716,0.389876295,6.016139698,1.22E-05,7.07E-06,0.999943295,3.75E-05,52.80151541,-3904.08288
38.21077908,0.485093205,73.05,0.179009803,45.66,0.535020073,0.389686498,4.050759123,0.041884788,0.007031291,0.269547307,0.681536615,49.3217116,-3904.101909
29.48464943,0.485226141,73.05,0.012442694,45.66,0.416122485,0.413467157,7.652400791,0.753055584,0.229307411,0.010211924,0.007425081,17.60870203,-3904.136431
42.2373335,0.530583837,73.05,0.236234919,45.66,0.624370456,0.342217632,2.089870583,0.819818816,0.011720923,0.167307577,0.001152684,26.01757249,-3904.202983
35.74969979,0.481027572,73.05,0.142732563,45.66,0.53194239,0.371704044,4.932324877,0.105215442,0.000350649,0.894380778,5.31E-05,30.80294308,-3904.210456
38.03853613,0.469961953,73.05,0.189543023,45.66,0.589007138,0.338401668,3.375638488,0.997881214,1.98E-08,0.002118737,2.93E-08,34.95468384,-3904.215738
37.75840823,0.488554268,73.05,0.182108822,45.66,0.550494892,0.398171783,5.258804259,0.088111037,0.544949409,0.002240383,0.36469917,15.45843581,-3904.272065
28.91244242,0.509086563,73.05,0.002578564,45.66,0.456300286,0.352516822,6.437843208,0.91321305,1.60E-07,0.08678679,4.22E-10,19.52663121,-3904.274996
36.58075603,0.491610108,73.05,0.146842161,45.66,0.54149963,0.349601479,4.368981652,0.018274301,1.90E-10,0.781445428,0.200280271,44.299327,-3904.274996
42.69373462,0.485197252,73.05,0.243682768,45.66,0.622659344,0.374735092,2.16E-06,3.33E-06,0.000641581,0.999346991,8.09E-06,10.2189997,-3904.333251
41.60985877,0.499741703,73.05,0.240301158,45.66,0.602787948,0.372631593,2.294445945,0.026921298,5.10E-05,0.973027669,7.29E-08,32.25103739,-3904.334296
38.25737815,0.486676398,73.05,0.171148256,45.66,0.544972991,0.371358587,3.042847951,0.995350003,0.000515107,0.003627167,0.000507722,26.92130049,-3904.37409
44.794183,0.479906108,73.05,0.31714574,45.66,0.676612228,0.37054601,2.461423232,0.166832444,2.27E-06,0.833163258,2.03E-06,38.83580463,-3904.38071
40.50110684,0.510344579,73.05,0.221000509,45.66,0.586272336,0.363647385,3.31359254,0.013368398,1.04E-11,0.759052816,0.227578786,37.50420163,-3904.426024
29.72432088,0.494501035,73.05,0.02807439,45.66,0.466384236,0.356856711,6.22065552,0.896798836,0.013736008,0.088944583,0.000520573,26.92374841,-3904.433246
29.03184217,0.503808158,73.05,0.000377605,45.66,0.432095081,0.356664192,9.095937661,0.000489844,8.21E-06,0.999500872,1.07E-06,42.11644139,-3904.443833
36.72922002,0.49743726,73.05,0.144377246,45.66,0.558636093,0.338185074,4.176914277,0.052541597,5.74E-05,0.947400899,7.21E-08,22.20648608,-3904.488296
48.22517375,0.519485233,73.05,0.366892314,45.66,0.754912655,0.35155991,2.304706733,0.99859109,5.67E-06,0.001402896,3.41E-07,47.49573107,-3904.528426
36.36780327,0.506881979,73.05,0.132933245,45.66,0.525506779,0.368651966,2.274608674,0.000451701,7.30E-06,0.828215604,0.171325392,26.38677759,-3904.543383
53.17430401,0.5292075,73.05,0.47963952,45.66,0.979973066,0.341697372,2.404570818,0.984343769,4.07E-06,0.015651942,2.16E-07,14.56931562,-3904.597544
48.1368906,0.494308695,73.05,0.38555193,45.66,0.777678508,0.367367584,2.5091639,0.989044351,3.81E-06,0.010947227,4.61E-06,17.31177195,-3904.640277
32.25182643,0.497944329,73.05,0.057494199,45.66,0.529779424,0.330062422,4.395804214,0.161300321,7.47E-05,0.83862225,2.74E-06,16.08295754,-3904.6491
40.17216518,0.479083982,73.05,0.236409585,45.66,0.670932692,0.320831476,2.991610098,6.38E-06,6.78E-07,0.999992942,1.92E-10,34.71605186,-3904.651209
43.27233944,0.469320328,73.05,0.277949861,45.66,0.650171708,0.368982185,0.001441445,0.008797363,0.990155603,0.000993899,5.31E-05,42.31729632,-3904.651789
29.34966911,0.482953446,73.05,0.010374938,45.66,0.418692254,0.388077176,7.758958302,0.998507918,5.35E-07,0.001490308,1.24E-06,30.46944662,-3904.685306
34.72839155,0.470245741,73.05,0.121063275,45.66,0.523947095,0.350246952,4.905709499,0.939564529,5.29E-05,0.058502602,0.001879944,32.94810091,-3904.685787
38.26289564,0.476223053,73.05,0.181291942,45.66,0.549622283,0.371329778,3.882488872,0.000698508,9.19E-06,0.99788355,0.001408747,57.5356698,-3904.687152
43.54181371,0.531677042,73.05,0.284981775,45.66,0.712953756,0.326766558,2.965343999,0.066484985,0.008420019,0.909254309,0.015840687,19.40570986,-3904.742353
34.70119754,0.479601789,73.05,0.12985782,45.66,0.567871103,0.330435173,3.972883956,0.626197363,0.000102606,0.373699502,5.30E-07,32.24040391,-3904.746947
29.4926895,0.492488085,73.05,0.017324238,45.66,0.447114569,0.377080969,7.297505748,3.20E-06,4.13E-06,0.999992672,5.25E-11,9.165215622,-3904.75017
29.84823353,0.465960224,73.05,0.022690129,45.66,0.43372982,0.380145959,6.091762398,0.912828635,0.002183237,0.084974374,1.38E-05,38.13984682,-3904.781932
41.38779659,0.49249479,73.05,0.246355497,45.66,0.636469695,0.360518889,3.429588199,0.901583966,0.000188154,0.097261071,0.000966809,14.55491619,-3904.865531
32.46846605,0.466003228,73.05,0.071014388,45.66,0.446764695,0.418801869,4.299881485,0.997011687,0.002653026,0.000200475,0.000134812,20.59807831,-3904.888178
30.53133679,0.510631781,73.05,0.025122945,45.66,0.424238954,0.405594113,8.141287947,2.45E-05,0.000337374,0.999638163,5.56E-09,33.7379146,-3904.906094
35.70464909,0.511382537,73.05,0.133296435,45.66,0.531693411,0.362419311,5.340733714,0.931901458,0.000357595,0.067740785,1.62E-07,21.39265567,-3904.951167
52.17606899,0.552071664,73.05,0.444135609,45.66,0.856160861,0.382369357,2.909150053,0.003007599,0.001112161,0.995879606,6.34E-07,11.80966227,-3904.966027
